,Well,Fluor,Target,Content,Sample,Cq,SQ
,D06,SYBR,Mrc1,Unkn,,26.0681402665261,NaN
,D07,SYBR,Tgfb1,Unkn,,23.3917628180855,NaN
,D08,SYBR,Tgfb1,Unkn,,23.2113361201081,NaN
,D09,SYBR,Tgfb1,Unkn,,23.499020385525,NaN
,D10,SYBR,Tgfb1,Unkn,,23.5859226147037,NaN
,D11,SYBR,Tgfb1,Unkn,,23.0829633823736,NaN
,D12,SYBR,Tgfb1,Unkn,,23.1508490301326,NaN
,E01,SYBR,Mrc1,Unkn,,26.9691913813959,NaN
,E02,SYBR,Mrc1,Unkn,,26.4708496092312,NaN
,E03,SYBR,Mrc1,Unkn,,27.1413800847587,NaN
,E04,SYBR,Mrc1,Unkn,,27.2258941393441,NaN
,E05,SYBR,Mrc1,Unkn,,26.6162611116228,NaN
,E06,SYBR,Mrc1,Unkn,,26.2454343779543,NaN
,E07,SYBR,Tgfb1,Unkn,,23.9087655477624,NaN
,E08,SYBR,Tgfb1,Unkn,,24.0601952340172,NaN
,E09,SYBR,Tgfb1,Unkn,,23.2929904291222,NaN
,E10,SYBR,Tgfb1,Unkn,,23.3914472463131,NaN
,E11,SYBR,Tgfb1,Unkn,,22.8896662087215,NaN
,E12,SYBR,Tgfb1,Unkn,,22.8151446457692,NaN
,F01,SYBR,Mrc1,Unkn,,27.0021323413106,NaN
,F02,SYBR,Mrc1,Unkn,,26.5147532029297,NaN
,F03,SYBR,Mrc1,Unkn,,27.1398492653707,NaN
,F04,SYBR,Mrc1,Unkn,,27.1740093580711,NaN
,F05,SYBR,Mrc1,Unkn,,26.3979919870832,NaN
,F06,SYBR,Mrc1,Unkn,,26.2555725300786,NaN
,F07,SYBR,Tgfb1,Unkn,,23.1342122131558,NaN
,F08,SYBR,Tgfb1,Unkn,,23.1129801389024,NaN
,F09,SYBR,Tgfb1,Unkn,,23.0549036628327,NaN
,F10,SYBR,Tgfb1,Unkn,,23.1029527314827,NaN
,F11,SYBR,Tgfb1,Unkn,,22.5958296888542,NaN
,F12,SYBR,Tgfb1,Unkn,,22.6853763665622,NaN
,G01,SYBR,Mrc1,Unkn,,22.0997878347322,NaN
,G02,SYBR,Mrc1,Unkn,,21.9496139459057,NaN
,G03,SYBR,Mrc1,Unkn,,22.010596455002,NaN
,G04,SYBR,Mrc1,Unkn,,22.0265653217382,NaN
,G05,SYBR,Mrc1,Unkn,,22.1040081191703,NaN
,G06,SYBR,Mrc1,Unkn,,21.9440344643989,NaN
,G07,SYBR,Tgfb1,Unkn,,21.5371044474888,NaN
,G08,SYBR,Tgfb1,Unkn,,21.4619450335357,NaN
,G09,SYBR,Tgfb1,Unkn,,21.8179990669398,NaN
,G10,SYBR,Tgfb1,Unkn,,21.8947955933079,NaN
,G11,SYBR,Tgfb1,Unkn,,21.7229302997165,NaN
,G12,SYBR,Tgfb1,Unkn,,21.8527344258093,NaN
,H01,SYBR,Mrc1,Unkn,,24.4633918202247,NaN
,H02,SYBR,Mrc1,Unkn,,24.2611212100414,NaN
,H03,SYBR,Mrc1,Unkn,,23.7523290276157,NaN
,H04,SYBR,Mrc1,Unkn,,23.8426117743082,NaN
,H05,SYBR,Mrc1,Unkn,,26.0267360955807,NaN
,H06,SYBR,Mrc1,Unkn,,25.7715584777218,NaN
,H07,SYBR,Tgfb1,Unkn,,23.0984239646528,NaN
,H08,SYBR,Tgfb1,Unkn,,23.0190565128154,NaN
,H09,SYBR,Tgfb1,Unkn,,22.9541461114689,NaN
,H10,SYBR,Tgfb1,Unkn,,23.0471074858952,NaN
,H11,SYBR,Tgfb1,Unkn,,23.2000230931985,NaN
,H12,SYBR,Tgfb1,Unkn,,23.2827090232284,NaN
